| 280018:5277 | 09/04/16 12:47:05 | 1282 | 1282 | 0.164850851    | 0.160429977   |
| 280020:5277 | 09/04/16 21:15:15 | 47   | 45   | 0.005040703    | 0.004651996   |
| 280024:5277 | 09/04/16 21:47:39 | 427  | 427  | 0.042966907    | 0.042184958   |
| 280187:5279 | 09/05/16 20:24:23 | 67   | 60   | 0.017621742    | 0.013371081   |
| 280188:5279 | 09/05/16 20:50:25 | 253  | 250  | 0.066904222    | 0.062262210   |
| 280191:5279 | 09/05/16 22:40:17 | 908  | 906  | 0.189518602    | 0.180805055   |
| 280194:5279 | 09/06/16 05:36:21 | 238  | 238  | 0.038265302    | 0.037123022   |
| 280242:5282 | 09/06/16 15:43:40 | 637  | 628  | 0.158169943    | 0.149332061   |
| 280249:5282 | 09/06/16 19:52:07 | 1437 | 1435 | 0.250281958    | 0.241480183   |
| 280251:5282 | 09/07/16 05:14:58 | 371  | 371  | 0.048858039    | 0.047592501   |
| 280327:5287 | 09/08/16 08:23:13 | 50   | 44   | 0.012070167    | 0.008819257   |
| 280330:5287 | 09/08/16 08:46:53 | 870  | 862  | 0.197492384    | 0.187767451   |
| 280349:5287 | 09/08/16 14:27:22 | 635  | 625  | 0.110993755    | 0.105115956   |
| 280363:5287 | 09/08/16 18:47:24 | 367  | 360  | 0.053311148    | 0.050468859   |
| 280364:5287 | 09/08/16 21:09:57 | 1351 | 1351 | 0.162516498    | 0.156605510   |
| 280383:5288 | 09/09/16 08:41:13 | 10   | 9    | 0.002775153    | 0.000250886   |
| 280384:5288 | 09/09/16 08:48:48 | 47   | 40   | 0.012076700    | 0.007897894   |
| 280385:5288 | 09/09/16 09:11:36 | 2019 | 2019 | 0.383736092    | 0.368580819   |
| 281613:5331 | 09/25/16 06:03:32 | 803  | 803  | 0.011599847    | 0.009854551   |
| 281639:5338 | 09/26/16 07:45:13 | 136  | 132  | 0.021083742    | 0.019206349   |
| 281641:5338 | 09/26/16 09:34:34 | 319  | 319  | 0.041453982    | 0.039703345   |
| 281693:5339 | 09/26/16 16:57:00 | 2191 | 2191 | 0.392769988    | 0.379849392   |
| 281707:5340 | 09/27/16 09:47:29 | 953  | 952  | 0.226803344    | 0.216904519   |
| 281726:5340 | 09/27/16 16:14:38 | 291  | 289  | 0.052091087    | 0.049834009   |
| 281727:5340 | 09/27/16 18:10:03 | 1605 | 1605 | 0.209736412    | 0.203808379   |
| 281797:5345 | 09/28/16 12:04:48 | 2052 | 2052 | 0.416945918    | 0.401981324   |
| 281975:5351 | 09/30/16 03:23:12 | 215  | 215  | 0.059112937    | 0.054587501   |
| 281976:5351 | 09/30/16 04:48:03 | 2166 | 2166 | 0.356897527    | 0.343304198   |
| 282033:5352 | 09/30/16 21:30:43 | 43   | 40   | 0.011104331    | 0.008351862   |
| 282034:5352 | 09/30/16 21:48:05 | 35   | 35   | 0.010009227    | 0.008733301   |
| 282035:5352 | 09/30/16 22:03:01 | 47   | 42   | 0.012980989    | 0.009514642   |
| 282037:5352 | 09/30/16 22:24:14 | 1861 | 1861 | 0.348879789    | 0.334747246   |
| 282092:5355 | 10/02/16 13:49:37 | 1784 | 1784 | 0.309686033    | 0.299676595   |
| 282708:5391 | 10/09/16 08:39:30 | 8    | 8    | 0.002529322    | 0.002144558   |
| 282710:5391 | 10/09/16 08:49:08 | 9    | 9    | 0.002750876    | 0.000350704   |
| 282712:5391 | 10/09/16 09:00:13 | 60   | 60   | 0.017728020    | 0.016882292   |
| 282730:5393 | 10/09/16 12:41:53 | 83   | 79   | 0.024748320    | 0.020631795   |
| 282731:5393 | 10/09/16 13:13:59 | 176  | 175  | 0.052016359    | 0.048048286   |
| 282732:5393 | 10/09/16 14:23:16 | 73   | 72   | 0.020109356    | 0.018281462   |
| 282733:5393 | 10/09/16 14:52:26 | 178  | 178  | 0.045598421    | 0.043632314   |
| 282734:5393 | 10/09/16 16:03:11 | 330  | 329  | 0.074523498    | 0.071211184   |
| 282735:5393 | 10/09/16 18:12:39 | 1823 | 1823 | 0.280527990    | 0.272048477   |
| 282800:5394 | 10/10/16 14:17:15 | 382  | 381  | 0.099596522    | 0.094644857   |
| 282807:5394 | 10/10/16 16:48:03 | 330  | 328  | 0.076134671    | 0.071321820   |
| 282814:5394 | 10/10/16 18:58:58 | 1843 | 1843 | 0.287645141    | 0.278819558   |
| 282842:5395 | 10/11/16 10:34:00 | 80   | 80   | 0.024793098    | 0.023797366   |
| 282917:5401 | 10/12/16 01:27:07 | 85   | 82   | 0.022108953    | 0.018175426   |
| 282918:5401 | 10/12/16 02:00:22 | 59   | 56   | 0.015697498    | 0.013025009   |
| 282919:5401 | 10/12/16 02:23:36 | 243  | 243  | 0.060010505    | 0.057863735   |
| 282922:5401 | 10/12/16 05:09:33 | 137  | 137  | 0.028881577    | 0.025785002   |
| 282923:5401 | 10/12/16 06:04:20 | 226  | 226  | 0.044249828    | 0.040888008   |
| 283042:5405 | 10/12/16 22:38:59 | 10   | 10   | 0.002704425    | 0.001435533   |
| 283043:5405 | 10/12/16 22:44:16 | 519  | 519  | 0.123757476    | 0.117972506   |
| 283049:5406 | 10/13/16 05:05:17 | 17   | 17   | 0.005584502    | 0.003171817   |
| 283050:5406 | 10/13/16 05:13:23 | 227  | 221  | 0.067069855    | 0.058639575   |
| 283052:5406 | 10/13/16 06:45:19 | 124  | 120  | 0.034002511    | 0.029110576   |
| 283059:5406 | 10/13/16 08:00:56 | 458  | 451  | 0.105776147    | 0.099841264   |
| 283270:5416 | 10/14/16 18:39:48 | 1838 | 1837 | 0.399686187    | 0.385521210   |
| 283283:5416 | 10/15/16 06:35:59 | 1748 | 1748 | 0.204630501    | 0.199136156   |
| 283305:5418 | 10/15/16 21:41:13 | 15   | 11   | 0.003823584    | 0.001407942   |
| 283306:5418 | 10/15/16 21:46:57 | 291  | 291  | 0.081714901    | 0.077780643   |
| 283307:5418 | 10/15/16 23:43:44 | 461  | 461  | 0.107440707    | 0.101384034   |
| 283308:5418 | 10/16/16 02:46:26 | 946  | 946  | 0.168349843    | 0.161919434   |
| 283353:5421 | 10/16/16 19:55:17 | 753  | 750  | 0.202579180    | 0.193296966   |
| 283358:5421 | 10/17/16 00:50:19 | 985  | 981  | 0.183975677    | 0.173997642   |
| 283359:5421 | 10/17/16 07:15:19 | 428  | 428  | 0.062846963    | 0.061358758   |
| 283407:5423 | 10/17/16 21:54:07 | 43   | 39   | 0.014382531    | 0.009938879   |
| 283408:5423 | 10/17/16 22:10:43 | 2355 | 2355 | 0.479821546    | 0.461816465   |
| 283416:5423 | 10/18/16 15:16:09 | 197  | 197  | 0.022663827    | 0.022044105   |
| 283453:5424 | 10/18/16 19:07:49 | 455  | 455  | 0.130170528    | 0.124741121   |
| 283469:5426 | 10/19/16 01:09:36 | 1    | 1    | 0.000336328    | 0.000031461   |
| 283478:5427 | 10/19/16 04:13:19 | 878  | 874  | 0.221655979    | 0.212593955   |
| 283548:5433 | 10/19/16 22:58:16 | 148  | 146  | 0.028243729    | 0.026583803   |
| 283680:5437 | 10/21/16 03:17:51 | 87   | 87   | 0.021364637    | 0.019145319   |
| 283681:5437 | 10/21/16 03:56:07 | 23   | 23   | 0.005479847    | 0.003854775   |
| 283682:5437 | 10/21/16 04:08:38 | 389  | 384  | 0.084335331    | 0.080903225   |
| 283685:5437 | 10/21/16 06:39:38 | 314  | 314  | 0.021584449    | 0.020476214   |
| 283820:5439 | 10/21/16 20:48:18 | 1486 | 1482 | 0.271103507    | 0.261598727   |
| 283830:5439 | 10/22/16 06:27:24 | 729  | 722  | 0.106986194    | 0.103188837   |
| 283834:5439 | 10/22/16 11:11:28 | 85   | 82   | 0.010852824    | 0.009088268   |
| 283835:5439 | 10/22/16 11:45:28 | 112  | 112  | 0.013217799    | 0.011410360   |
| 283865:5441 | 10/22/16 17:30:09 | 1177 | 1177 | 0.276459279    | 0.267265935   |
| 283876:5442 | 10/23/16 03:38:50 | 672  | 668  | 0.175560520    | 0.165629295   |
| 283877:5442 | 10/23/16 07:59:53 | 1496 | 1496 | 0.256054873    | 0.248062170   |
| 283884:5443 | 10/23/16 23:44:05 | 408  | 408  | 0.108996968    | 0.103096196   |
| 283885:5443 | 10/24/16 02:25:30 | 1723 | 1723 | 0.301835544    | 0.293297335   |
| 283933:5446 | 10/24/16 18:32:31 | 153  | 148  | 0.045122273    | 0.040818835   |
| 283934:5446 | 10/24/16 19:33:15 | 1258 | 1258 | 0.282758143    | 0.272353913   |
| 283946:5448 | 10/25/16 07:30:41 | 1378 | 1378 | 0.315329684    | 0.303446667   |
| 283964:5448 | 10/25/16 16:29:30 | 388  | 388  | 0.061117188    | 0.059246802   |
| 284006:5450 | 10/26/16 01:53:26 | 322  | 321  | 0.061062125    | 0.058267372   |
| 284014:5450 | 10/26/16 03:59:16 | 266  | 266  | 0.049611443    | 0.048298876   |
| 284025:5451 | 10/26/16 08:56:20 | 54   | 52   | 0.014487282    | 0.012336625   |
| 284029:5451 | 10/26/16 09:19:00 | 112  | 112  | 0.032150210    | 0.030294679   |
| 284035:5451 | 10/26/16 10:04:52 | 369  | 361  | 0.093723746    | 0.088596369   |
| 284036:5451 | 10/26/16 12:28:09 | 356  | 349  | 0.077637698    | 0.072473292   |
| 284037:5451 | 10/26/16 14:48:03 | 343  | 341  | 0.065542847    | 0.063010360   |
| 284038:5451 | 10/26/16 17:02:16 | 60   | 55   | 0.010679312    | 0.009192519   |
| 284039:5451 | 10/26/16 17:27:02 | 34   | 30   | 0.005942863    | 0.004843458   |
| 284040:5451 | 10/26/16 17:42:18 | 35   | 35   | 0.006049726    | 0.005499267   |
| 284041:5451 | 10/26/16 17:59:11 | 47   | 45   | 0.007784569    | 0.006876669   |
| 284042:5451 | 10/26/16 18:23:53 | 137  | 129  | 0.022043813    | 0.019884807   |
| 284043:5451 | 10/26/16 19:17:23 | 227  | 225  | 0.033783793    | 0.032003512   |
| 284044:5451 | 10/26/16 20:46:05 | 30   | 30   | 0.004412021    | 0.004325715   |
